"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 25 00:36:19 CST 2026","Thu Jun 25 00:36:19 CST 2026","60","allure-results.exec_183","test_generated","","","","test_suite_execution","按顺序执行套件中的所有测试用例"
