"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 25 01:15:31 CST 2026","Thu Jun 25 01:15:37 CST 2026","6292","allure-results.exec_194","test_generated","","","","test_suite_execution","按顺序执行套件中的所有测试用例"
