"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun May 17 21:51:20 CST 2026","Sun May 17 21:51:22 CST 2026","2082","allure-results.exec_25","test_generated","","","","test_2_本地接口调试",""
